Ticket.Number,Issue.Date,Location,Violation.Code,Violation.Description,Fine.Level.1,Ticket.Status,Speed.Camera.ID,geocode_lat,geocode_lon,full_address
8000001535,11/14/2024 9:18,495 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963082,-87.6415335,"495 W CHICAGO AVE Chicago, IL"
8000001537,11/14/2024 9:19,489 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963081,-87.6414494,"489 W CHICAGO AVE Chicago, IL"
8000001538,11/14/2024 9:19,487 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963081,-87.6414213,"487 W CHICAGO AVE Chicago, IL"
8000001539,11/14/2024 9:19,425 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8962357,-87.6407524,"425 W CHICAGO AVE Chicago, IL"
8000001541,11/14/2024 9:20,331 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963422,-87.6367582,"331 W CHICAGO AVE Chicago, IL"
8000001542,11/14/2024 9:20,311 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963282,-87.636236,"311 W CHICAGO AVE Chicago, IL"
8000001543,11/14/2024 9:21,189 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8964318,-87.6340979,"189 W CHICAGO AVE Chicago, IL"
8000001545,11/14/2024 9:21,165 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8964342,-87.6337589,"165 W CHICAGO AVE Chicago, IL"
8000001546,11/14/2024 9:23,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963615,-87.6291081,"19 W CHICAGO AVE Chicago, IL"
8000001548,11/14/2024 9:23,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8963615,-87.6291081,"19 W CHICAGO AVE Chicago, IL"
8000001549,11/14/2024 9:26,106 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8968714,-87.6252907,"106 E CHICAGO AVE Chicago, IL"
8000001552,11/14/2024 9:27,14 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8969236,-87.6291506,"14 W CHICAGO AVE Chicago, IL"
8000001554,11/14/2024 9:27,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839054,-87.6292329,"121 N DEARBORN ST Chicago, IL"
8000001555,11/14/2024 9:29,112 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.896775,-87.6318255,"112 W CHICAGO AVE Chicago, IL"
8000001556,11/14/2024 9:45,1130 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8682941,-87.6262735,"1130 S WABASH AVE Chicago, IL"
8000001557,11/14/2024 9:46,1133 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8684186,-87.6253498,"1133 S WABASH AVE Chicago, IL"
8000001558,11/14/2024 9:50,555 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8746868,-87.6289543,"555 S DEARBORN ST Chicago, IL"
8000001988,11/14/2024 9:53,104 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8837753,-87.6295885,"104 N DEARBORN ST Chicago, IL"
8000001576,11/14/2024 9:53,126 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839135,-87.630108,"126 N DEARBORN ST Chicago, IL"
8000001577,11/14/2024 9:55,226 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8864927,-87.6297509,"226 N DEARBORN ST Chicago, IL"
8000001578,11/14/2024 9:59,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8963615,-87.6291081,"19 W CHICAGO AVE Chicago, IL"
8000001580,11/14/2024 10:15,618 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8738098,-87.6262978,"618 S WABASH AVE Chicago, IL"
8000001581,11/14/2024 10:15,632 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8734962,-87.6263068,"632 S WABASH AVE Chicago, IL"
8000001582,11/14/2024 10:17,708 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8727586,-87.6264415,"708 S WABASH AVE Chicago, IL"
8000001583,11/14/2024 10:18,1130 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8682941,-87.6262735,"1130 S WABASH AVE Chicago, IL"
8000001585,11/14/2024 10:25,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000001586,11/14/2024 10:25,111 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.880376,-87.628945,"111 S DEARBORN ST Chicago, IL"
8000001587,11/14/2024 10:25,111 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.880376,-87.628945,"111 S DEARBORN ST Chicago, IL"
8000001588,11/14/2024 10:26,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8824397,-87.6288867,"13 N DEARBORN ST Chicago, IL"
8000001592,11/14/2024 10:26,65 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8833159,-87.6294174,"65 N DEARBORN ST Chicago, IL"
8000001593,11/14/2024 10:27,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838071,-87.6295882,"110 N DEARBORN ST Chicago, IL"
8000001594,11/14/2024 10:28,120 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838594,-87.6294301,"120 N DEARBORN ST Chicago, IL"
8000001595,11/14/2024 11:13,912 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8701975,-87.6260996,"912 S WABASH AVE Chicago, IL"
8000001596,11/14/2024 11:13,916 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8700442,-87.626132,"916 S WABASH AVE Chicago, IL"
8000001597,11/14/2024 11:23,414 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8764564,-87.6295341,"414 S DEARBORN ST Chicago, IL"
8000001598,11/14/2024 11:24,414 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8764564,-87.6295341,"414 S DEARBORN ST Chicago, IL"
8000001599,11/14/2024 11:24,10 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8816075,-87.6295911,"10 S DEARBORN ST Chicago, IL"
8000001600,11/14/2024 11:24,247 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.878937,-87.6293037,"247 S DEARBORN ST Chicago, IL"
8000001601,11/14/2024 11:25,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000001605,11/14/2024 11:26,108 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8837965,-87.6295883,"108 N DEARBORN ST Chicago, IL"
8000001606,11/14/2024 11:26,114 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8838284,-87.629588,"114 N DEARBORN ST Chicago, IL"
8000001607,11/14/2024 11:26,117 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8838074,-87.6292293,"117 N DEARBORN ST Chicago, IL"
8000001608,11/14/2024 11:27,6 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8822163,-87.6299674,"6 N DEARBORN ST Chicago, IL"
8000001609,11/14/2024 11:27,8 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8823326,-87.6299706,"8 N DEARBORN ST Chicago, IL"
8000001611,11/14/2024 11:27,10 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8823864,-87.6297115,"10 N DEARBORN ST Chicago, IL"
8000001612,11/14/2024 11:27,10 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8823864,-87.6297115,"10 N DEARBORN ST Chicago, IL"
8000001616,11/14/2024 11:28,92 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8837115,-87.6295892,"92 N DEARBORN ST Chicago, IL"
8000001618,11/14/2024 11:28,102 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883556,-87.6292917,"102 N DEARBORN ST Chicago, IL"
8000001622,11/14/2024 11:30,200 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8860876,-87.6300102,"200 N DEARBORN ST Chicago, IL"
8000001623,11/14/2024 11:30,200 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8860876,-87.6300102,"200 N DEARBORN ST Chicago, IL"
8000001626,11/14/2024 11:33,65 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8890412,-87.6304305,"65 W KINZIE ST Chicago, IL"
8000001630,11/14/2024 11:33,161 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8887738,-87.6336423,"161 W KINZIE ST Chicago, IL"
8000001634,11/14/2024 12:07,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001635,11/14/2024 12:07,53 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8833159,-87.6294174,"53 N DEARBORN ST Chicago, IL"
8000001636,11/14/2024 12:16,105 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8836038,-87.6294244,"105 N DEARBORN ST Chicago, IL"
8000001637,11/14/2024 12:16,105 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8836038,-87.6294244,"105 N DEARBORN ST Chicago, IL"
8000001638,11/14/2024 12:16,111 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8843334,-87.6292993,"111 N DEARBORN ST Chicago, IL"
8000001640,11/14/2024 12:16,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839054,-87.6292329,"121 N DEARBORN ST Chicago, IL"
8000001642,11/14/2024 12:16,139 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8842665,-87.6290496,"139 N DEARBORN ST Chicago, IL"
8000001643,11/14/2024 12:17,141 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8842943,-87.6290516,"141 N DEARBORN ST Chicago, IL"
8000001644,11/14/2024 12:17,870 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8984949,-87.634609,"870 N WELLS ST Chicago, IL"
8000001645,11/14/2024 12:17,903 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8990158,-87.6343055,"903 N WELLS ST Chicago, IL"
8000001646,11/14/2024 12:17,226 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8864927,-87.6297509,"226 N DEARBORN ST Chicago, IL"
8000001649,11/14/2024 12:19,1421 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9081966,-87.6343226,"1421 N WELLS ST Chicago, IL"
8000001650,11/14/2024 12:19,1440 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9085967,-87.634948,"1440 N WELLS ST Chicago, IL"
8000001651,11/14/2024 12:21,1527 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9099125,-87.634486,"1527 N WELLS ST Chicago, IL"
8000001653,11/14/2024 12:22,1440 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9085967,-87.634948,"1440 N WELLS ST Chicago, IL"
8000001657,11/14/2024 12:28,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001659,11/14/2024 12:29,112 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838178,-87.6295881,"112 N DEARBORN ST Chicago, IL"
8000001660,11/14/2024 12:29,120 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838594,-87.6294301,"120 N DEARBORN ST Chicago, IL"
8000001661,11/14/2024 12:29,126 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839135,-87.630108,"126 N DEARBORN ST Chicago, IL"
8000001662,11/14/2024 12:29,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8846425,-87.6296888,"150 N DEARBORN ST Chicago, IL"
8000001663,11/14/2024 12:36,414 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8764564,-87.6295341,"414 S DEARBORN ST Chicago, IL"
8000001666,11/14/2024 12:38,111 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.880376,-87.628945,"111 S DEARBORN ST Chicago, IL"
8000001670,11/14/2024 12:40,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001671,11/14/2024 12:40,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001673,11/14/2024 12:41,116 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883839,-87.6295879,"116 N DEARBORN ST Chicago, IL"
8000001674,11/14/2024 12:42,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8846425,-87.6296888,"150 N DEARBORN ST Chicago, IL"
8000001675,11/14/2024 12:53,848 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.871205,-87.626182,"848 S WABASH AVE Chicago, IL"
8000001677,11/14/2024 13:01,427 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8761715,-87.6290912,"427 S DEARBORN ST Chicago, IL"
8000001678,11/14/2024 13:01,407 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8765969,-87.6290087,"407 S DEARBORN ST Chicago, IL"
8000001680,11/14/2024 13:01,407 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8765969,-87.6290087,"407 S DEARBORN ST Chicago, IL"
8000001681,11/14/2024 13:01,407 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8765969,-87.6290087,"407 S DEARBORN ST Chicago, IL"
8000001682,11/14/2024 13:01,343 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.877207,-87.629107,"343 S DEARBORN ST Chicago, IL"
8000001687,11/14/2024 13:04,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001689,11/14/2024 13:20,28 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8809561,-87.64156,"28 S CLINTON ST Chicago, IL"
8000001693,11/14/2024 13:23,444 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.878602,-87.63896,"444 W JACKSON BLVD Chicago, IL"
8000001695,11/14/2024 13:25,407 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8765969,-87.6290087,"407 S DEARBORN ST Chicago, IL"
8000001696,11/14/2024 13:25,407 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8765969,-87.6290087,"407 S DEARBORN ST Chicago, IL"
8000001697,11/14/2024 13:26,230 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8787403,-87.6298853,"230 S DEARBORN ST Chicago, IL"
8000001699,11/14/2024 13:28,158 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.87962,-87.632856,"158 W ADAMS ST Chicago, IL"
8000001700,11/14/2024 13:29,302 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8794909,-87.6355416,"302 W ADAMS ST Chicago, IL"
8000001701,11/14/2024 13:29,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8824397,-87.6288867,"13 N DEARBORN ST Chicago, IL"
8000001702,11/14/2024 13:29,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8824397,-87.6288867,"13 N DEARBORN ST Chicago, IL"
8000001705,11/14/2024 13:29,108 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8837965,-87.6295883,"108 N DEARBORN ST Chicago, IL"
8000001706,11/14/2024 13:29,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838071,-87.6295882,"110 N DEARBORN ST Chicago, IL"
8000001710,11/14/2024 13:30,522 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8793427,-87.6403589,"522 W ADAMS ST Chicago, IL"
8000001711,11/14/2024 13:33,850 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8708128,-87.6262349,"850 S WABASH AVE Chicago, IL"
8000001712,11/14/2024 13:46,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001713,11/14/2024 13:46,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000001715,11/14/2024 13:47,102 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.883556,-87.6292917,"102 N DEARBORN ST Chicago, IL"
8000001716,11/14/2024 13:47,104 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8837753,-87.6295885,"104 N DEARBORN ST Chicago, IL"
8000001719,11/14/2024 13:47,112 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8838178,-87.6295881,"112 N DEARBORN ST Chicago, IL"
8000001720,11/14/2024 13:47,114 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8838284,-87.629588,"114 N DEARBORN ST Chicago, IL"
8000001721,11/14/2024 13:53,414 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8764564,-87.6295341,"414 S DEARBORN ST Chicago, IL"
8000001722,11/14/2024 13:54,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000001724,11/14/2024 13:56,1 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8822516,-87.6292462,"1 N DEARBORN ST Chicago, IL"
8000001727,11/14/2024 13:57,102 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883556,-87.6292917,"102 N DEARBORN ST Chicago, IL"
8000001728,11/14/2024 13:57,116 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883839,-87.6295879,"116 N DEARBORN ST Chicago, IL"
8000001729,11/14/2024 14:03,69 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8793704,-87.6253565,"69 E ADAMS ST Chicago, IL"
8000001730,11/14/2024 14:04,72 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8796966,-87.625129,"72 E ADAMS ST Chicago, IL"
8000001731,11/14/2024 14:04,72 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8796966,-87.625129,"72 E ADAMS ST Chicago, IL"
8000001732,11/14/2024 14:04,111 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.880376,-87.628945,"111 S DEARBORN ST Chicago, IL"
8000001733,11/14/2024 14:05,65 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8810302,-87.629131,"65 S DEARBORN ST Chicago, IL"
8000001734,11/14/2024 14:05,65 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8810302,-87.629131,"65 S DEARBORN ST Chicago, IL"
8000001735,11/14/2024 14:06,86 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8831019,-87.6294573,"86 N DEARBORN ST Chicago, IL"
8000001737,11/14/2024 14:06,102 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883556,-87.6292917,"102 N DEARBORN ST Chicago, IL"
8000001738,11/14/2024 14:06,104 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8837753,-87.6295885,"104 N DEARBORN ST Chicago, IL"
8000001739,11/14/2024 14:06,114 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8838284,-87.629588,"114 N DEARBORN ST Chicago, IL"
8000001740,11/14/2024 14:07,630 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8737737,-87.6264754,"630 S WABASH AVE Chicago, IL"
8000001741,11/14/2024 14:09,1130 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8682941,-87.6262735,"1130 S WABASH AVE Chicago, IL"
8000001743,11/14/2024 14:10,28 E ROOSEVELT RD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8675917,-87.6263378,"28 E ROOSEVELT RD Chicago, IL"
8000001744,11/15/2024 7:18,225 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8962408,-87.6353666,"225 W CHICAGO AVE Chicago, IL"
8000001745,11/15/2024 7:20,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8963615,-87.6291081,"19 W CHICAGO AVE Chicago, IL"
8000001746,11/15/2024 7:20,15 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8965273,-87.6289018,"15 W CHICAGO AVE Chicago, IL"
8000001747,11/15/2024 7:20,15 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8965273,-87.6289018,"15 W CHICAGO AVE Chicago, IL"
8000001748,11/15/2024 7:25,58 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896961,-87.626008,"58 E CHICAGO AVE Chicago, IL"
8000001749,11/15/2024 7:25,337 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.877338,-87.629012,"337 S DEARBORN ST Chicago, IL"
8000001750,11/15/2024 7:27,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000001751,11/15/2024 7:27,65 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8833159,-87.6294174,"65 N DEARBORN ST Chicago, IL"
8000001752,11/15/2024 7:29,310 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8964273,-87.6231601,"310 W CHICAGO AVE Chicago, IL"
8000001754,11/15/2024 7:32,19 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8963615,-87.6291081,"19 W CHICAGO AVE Chicago, IL"
8000001756,11/15/2024 7:32,15 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8965273,-87.6289018,"15 W CHICAGO AVE Chicago, IL"
8000001757,11/15/2024 7:32,15 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8965273,-87.6289018,"15 W CHICAGO AVE Chicago, IL"
8000001759,11/15/2024 7:34,111 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8890697,-87.6316202,"111 W KINZIE ST Chicago, IL"
8000001760,11/15/2024 7:37,112 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.896775,-87.6318255,"112 W CHICAGO AVE Chicago, IL"
8000001761,11/15/2024 7:37,112 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.896775,-87.6318255,"112 W CHICAGO AVE Chicago, IL"
8000001764,11/15/2024 7:54,306 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896734,-87.636131,"306 W CHICAGO AVE Chicago, IL"
8000001766,11/15/2024 7:57,1321 W LAKE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8850654,-87.6596914,"1321 W LAKE ST Chicago, IL"
8000001767,11/15/2024 7:57,1321 W LAKE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8850654,-87.6596914,"1321 W LAKE ST Chicago, IL"
8000001768,11/15/2024 8:02,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
